,id,category,sub category,product,price,organic,vegetarian,vegan,gluten free,lactose free,beter leven,unit,weight,calories,ingredients
253,295,Household,Cleaning products,Glorix Pink magnolia blauw water wc-blok,3.75,,,,,,,"55 gNormale prijs per KG € 68,18",1 Stuks (piece). 53 Gram,,"Bevat Tetramethyl acetyloctahydronaphthalenes, Linalool. Kan een allergische reactie veroorzaken."
254,298,Household,Cleaning products,Witte Reus Krachtig actief munt eucalyptus wc-blok,3.29,,,,,,,"50 gNormale prijs per KG € 65,80",50 Gram,,"Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Geraniol"
255,299,Household,Cleaning products,AH Schoonmaakazijn citroen,0.69,,,1.0,,,,"1 lPrijs per LT € 0,69",1 Liter,,AH Schoonmaakazijn citrus bevat o.a. de volgende  Ingrediënten:  Azijnzuur 7%.Parfums.
256,300,Household,Cleaning products,Tricel Zilver soda,1.9,,,,,,,"1 kgPrijs per KG € 1,09",1000 Gram,,"Los de soda eerst op in heet water en voeg vervolgens koud water toe. Niet op aluminium gebruiken.
Waterhardheid 10-16 DH: Dosering per 1 liter water 10 g.
Waterhardheid >16 DH: Dosering per 1 liter water 15 g. 
1 eetlepel = 10 g."
257,302,Household,Cleaning products,AH Allesreiniger spray,2.39,,,,,,,"750 mlPrijs per LT € 3,19",750 Milliliter,,"AH Allesreiniger citrus bevat o.a. de volgendeIngrediënten:Niet-ionogene oppervlakteactieve stoffen. <5% Parfums, Conserveringsmiddelen (BENZISOTHIAZOLINONE, METHYLISOTHIAZOLINONE)."
258,303,Household,Cleaning products,Glorix WC blok power 5 met bleek,3.85,,,,,,,"55 gNormale prijs per KG € 70,00",1 Stuks (piece). 55 Gram,,
259,304,Household,Cleaning products,WC-Eend Action gel marine wave,3.25,,,,,,,"750 mlPrijs per LT € 4,33",750 Milliliter,,"1. Om de dop te verwijderen,
de zijvlakken induwen en
tegelijkertijd draaien.
2. Doe de toiletbriljomhoog en
kantel de fles om de hals vol te
laten lopen.
3. Plaats WC-EEND®Toiletreiniger
onder de rand en knijp gelijkmatig
tijdens het rondgaan door
de toiletpot.
4. Om schoon te m|aken en geurtjes
te verwijderen: laat 5 minuten
inwerken. Om hardnekkige
vlekken te verwijderen: laat 60
minuten tot een pacht intrekken.
Schrob boven en onder het water
en trek door.
5. Plaats de dop terug en doe de fles goed dicht"
260,305,Household,Cleaning products,Dettol Schoonmaakdoekjes citrus,4.39,,,,,,,80 stuks,80 Stuks (piece),,GEBRUIKSAANWIJZING: 1. Open de hersluitbare plakstrip en neem een doekje uit de verpakking. 2. Na gebruik de plakstrip weer goed sluiten om uitdrogen van de overige doekjes te voorkomen. 3. Neem het oppervlak met het doekje af voor een hygiënische reiniging en gooi het doekje na gebruik weg. Voor oppervlakken die in contact komen met etenswaren: afspoelen met water. Niet in het toilet gooien. Buiten bereik kinderen bewaren.
261,306,Household,Cleaning products,WC-Eend Action gel lavender bloom,2.99,,,,,,,"750 mlPrijs per LT € 3,99",750 Milliliter,,"1. Om de dop te verwijderen,
de zijvlakken induwen en
tegelijkertijd draaien.
2. Doe de toiletbriljomhoog en
kantel de fles om de hals vol te
laten lopen.
3. Plaats WC-EEND®Toiletreiniger
onder de rand en knijp gelijkmatig
tijdens het rondgaan door
de toiletpot.
4. Om schoon te m|aken en geurtjes
te verwijderen: laat 5 minuten
inwerken. Om hardnekkige
vlekken te verwijderen: laat 60
minuten tot een pacht intrekken.
Schrob boven en onder het water
en trek door.
5. Plaats de dop terug en doe de fles goed dicht"
262,307,Household,Cleaning products,Ajax Allesreiniger Eucalyptus,3.19,,,,,,,"1,25 lPrijs per LT € 2,55",1.25 Liter,,Verdund: grote oppervlakken (2x36ml Reiniger in 6L Wasser). Onverdund: moeilijke vlekken. Afspoelen niet nodig: bespaar water. Oppervlakken die in contact komen met voedingsmiddelen afspoelen met drinkbaar water.
263,309,Household,Cleaning products,Witte Reus Toiletblok turquoise actief pacific,3.89,,,,,,,"50 gNormale prijs per KG € 77,80",50 Gram,,"> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Coumarin"
264,313,Household,Cleaning products,Witte Reus Toiletblok paars actief provence,3.69,,,,,,,"50 gNormale prijs per KG € 73,80",50 Gram,,"> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Amyl cinnamal,Coumarin,Linalool,Alpha-isomethyl ionone"
265,317,Household,Cleaning products,Andy Allesreiniger vertrouwd,2.29,,,,,,,"1 lPrijs per LT € 2,29",1 Liter,,
266,319,Household,Cleaning products,Cif Schuurmiddel citroen cream,3.39,,,,,,,"750 mlPrijs per LT € 4,52",750 Milliliter,,
267,320,Household,Cleaning products,AH Allesreiniger citrus,1.29,,,,,,,"1,25 lPrijs per LT € 1,03",1.25 Liter,,"AH Allesreiniger citrus bevat o.a. de volgendeIngrediënten:Anionogene oppervlakteactieve stoffen. 5%-15%Zeep. <5%Parfums, Conserveringsmiddelen (PHENOXYETHANOL, SODIUM PYRITHIONE)."
268,321,Household,Cleaning products,AH Dikke bleek,1.39,,,,,,,"2 lPrijs per LT € 0,70",2 Liter,,"AH Dikke bleek bevat o.a. de volgendeIngrediënten: Chloorbleekmiddelen, Anionogene oppervlakteactieve stoffen. <5%"
269,323,Household,Cleaning products,Glorix Power5 citrus wc-blok,3.39,,,,,,,"55 gNormale prijs per KG € 61,64",1 Stuks (piece). 55 Gram,,
270,324,Household,Cleaning products,Glorix Toiletreiniger bleek eucalyptus,2.49,,,,,,,"750 mlPrijs per LT € 3,32",750 Milliliter,,Let op! Niet in combinatie met andere producten gebruiken. Er kunnen gevaarlijke gassen (chloor) vrijkomen.
271,328,Household,Cleaning products,Glorix Power5 ocean wc-blok,3.39,,,,,,,"55 gNormale prijs per KG € 61,64",1 Stuks (piece). 55 Gram,,
272,329,Household,Cleaning products,AH Allesreiniger bloemen,1.29,,,,,,,"1,25 lPrijs per LT € 1,03",1.25 Liter,,"AH Allesreiniger bloemen & fruit bevat o.a. de volgendeIngrediënten:Anionogene oppervlakteactieve stoffen. 5%-15%Zeep. <5%Parfums (LINALOOL, CITRONELLOL, GERANIOL), Conserveringsmiddelen (PHENOXYETHANOL, SODIUM PYRITHIONE)."
273,330,Household,Cleaning products,Witte Reus Toiletblok deluxe delicate magnolia,3.79,,,,,,,"50 gNormale prijs per KG € 75,80",50 Gram,,"> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,bevat: parfums,Hydroxycitronellal,Benzyl salicylate,Coumarin,Linalool"
274,331,Household,Cleaning products,Witte Reus Toiletblok deluxe lovely jasmin,3.79,,,,,,,"50 gNormale prijs per KG € 75,80",50 Gram,,"> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citral,Linalool,Limoneen"
275,335,Household,Cleaning products,AH Gedemineraliseerd water,0.75,,,,,,,"1 lPrijs per LT € 0,75",1 Liter,,Let op! Niet geschikt voor consumptie.
276,336,Household,Cleaning products,AH Dikke bleek eucalyptus,0.85,,,,,,,"750 mlPrijs per LT € 1,13",750 Milliliter,,"AH Dikke bleek eucalyptus bevat o.a. de volgendeIngrediënten:Zeep, Niet-ionogene oppervlakteactieve stoffen, Chloorbleekmiddelen. <5%
Parfums."
277,338,Household,Cleaning products,AH Hygiënische doekjes bloemen & fruit,1.39,,,1.0,,,,80 stuks,80 Aantal,,"AH Vochtige hygiënische doekjes bloemen en fruit bevatten o.a. de volgende
Ingrediënten:        
Niet-ionogene oppervlakteactieve stoffen <5%.Parfums (CITRONELLOL, GERANIOL, LINALOOL), Conserveringsmiddelen (PHENOXYETHANOL, POTASSIUM SORBATE)."
278,340,Household,Cleaning products,Witte Reus Toiletblok kracht actief oceaan,3.29,,,,,,,"50 gNormale prijs per KG € 65,80",50 Gram,,"Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Coumarin"
279,341,Household,Cleaning products,WC-Eend Nr. 1 ontkalker,2.49,,,,,,,"750 mlPrijs per LT € 3,32",750 Milliliter,,"1. 0m de dop te verwijderen, de zijvlakken
induwen en tegelijkertijd draaien.
2. Doe de toiletbril omhoog en kantel de
fles om de hals vol te laten lopen.
3. Plaats WC-EEND* NR. 1 Ontkalker onder
de rand en knijp gelijkmatig tijdens het
rondgaan door de toiletpot.
4. Om schoon te maken en geurtjes te
verwijderen: laat 5 minuten inwerken.
Schrob boven en onder het water en trek
door. Om hardnekkjge vlekken te
verwijderen: opnieuw aanbrengen,
60 minuten tot een nacht laten
intrekken, doorspoelen.
5. Plaats de dop terug en doe de fles goed
dicht. Regelmatig gebruiken (minimaal
drie keer per week) om uw toilet schoon te houden"
280,343,Household,Cleaning products,AH Schoonmaakazijn,0.69,,,1.0,,,,"1 lPrijs per LT € 0,69",1 Liter,,AH Schoonmaakazijn bevat o.a. de volgende Ingrediënten: Azijnzuur 7%.
281,344,Household,Cleaning products,AH Dikke bleek,0.85,,,,,,,"750 mlPrijs per LT € 1,13",750 Milliliter,,"AH Dikke bleek bevat o.a. de volgendeIngrediënten:Zeep, Niet-ionogene oppervlakteactieve stoffen, Chloorbleekmiddelen. <5%"
282,346,Household,Cleaning products,Witte Reus Toiletblok blauw actief hygiene,3.39,,,,,,,"50 gNormale prijs per KG € 67,80",50 Gram,,"> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,< 5%: chloorbleekmiddelen,Andere ingrediënten: parfums"
283,347,Household,Cleaning products,Dettol Schoonmaakdoekjes katoenfris,4.39,,,,,,,80 stuks,80 Stuks (piece),,"Buiten het bereik van kinderen houden. Voor oppervlakken die in contact komen met etenswaren: afspoelen met water.  NIET GESCHIKT VOOR: Zachte oppervlakken, tapijten, wandtapijten en stoffen"
284,348,Household,Cleaning products,AH Hygienische doekjes oceaan,1.39,,,1.0,,,,80 stuks,80 Aantal,,"het doekje eerst op een niet zichtbaar oppervlak testen. Geschikt voor onder andere leer, gelakt meubilair, keramiek, glas, metaal, graniet en tegels. Voor eenmalig gebruik. Nadrogen of naspoelen is niet nodig. Sluit na gebruik het pakje om uitdroging te voorkomen. De doekjes bij het restafval weggooien. Niet door het toilet spoelen."
285,350,Household,Cleaning products,Dettol Allesreiniger spray citrus,3.49,,,,,,,"500 mlPrijs per LT € 6,98",500 Milliliter,,"GEBRUIKSAANWIJZING Draai de spraykop naar ‘ON’. Houd de fles rechtop en spray van 20-25 cm afstand. 5 minuten laten inwerken, afvegen en naspoelen. Test de spray altijd op een onopvallende plaats en laat hem daar 5 minuten inwerken. Niet geschikt voor: koper, messing, aluminium. Laat het product niet lang inwerken op kunststof. Oppervlakken die in contact komen met voedsel: alleen gebruiken op harde niet-poreuze oppervlakken en goed naspoelen met water."
286,351,Household,Cleaning products,Glorix Bleek original,1.69,,,,,,,"750 mlPrijs per LT € 2,25",750 Milliliter,,
287,352,Household,Cleaning products,Dettol Allesreiniger spray katoenfris,3.49,,,,,,,"500 mlPrijs per LT € 6,98",500 Milliliter,,"GEBRUIKSAANWIJZING Draai de spraykop naar ‘ON’. Houd de fles rechtop en spray van 20-25 cm afstand. 5 minuten laten inwerken, afnemen en naspoelen. Test de spray altijd op een onopvallende plaats en laat hem daar 5 minuten inwerken. Niet geschikt voor: koper, messing, aluminium. Laat het product niet lang inwerken op kunststof. Oppervlakken die in contact komen met voedingsmiddelen: alleen gebruiken op harde niet-poreuze oppervlakken en goed naspoelen met water."
288,353,Household,Cleaning products,AH Hygienische doekjes citrus,1.39,,,1.0,,,,80 stuks,80 Aantal,,"AH Vochtige allesreinigerdoekjes bevatten o.a. de volgende Ingrediënten: Niet-ionogene oppervlakteactieve stoffen <5%. Parfums, Conserveringsmiddelen (PHENOXYETHANOL, POTASSIUM SORBATE)."
289,355,Baby and child,Baby and child care,Zwitsal Anti-klit shampoo baby,3.49,,,,,,,"200 mlPrijs per LT € 17,45",200 Milliliter,,
290,356,Baby and child,Baby and child care,Bepanthen Baby zalf bij rode babybilletjes,5.19,,,,,,,"30 gPrijs per KG € 173,00",30 Gram,,"Bij rode babybilletjes: bij de eerste verschijnselen van rode billetjes of bij elke luierwissel op de kwetsbare babyhuid aanbrengen.
Voor verzorging en verzachting van de kwetsbare babyhuid: naar behoefte enkele keren per dag aanbrengen op de huid, bv. wangetjes, ellebogen, huidplooitjes, handen of knietjes (bv. na het badje).
Vóór het voeden eventuele overtollige resten zalf afvegen, het is echter niet nodig de tepels vooraf te wassen.
Uitwendig gebruik."
291,357,Baby and child,Baby and child care,Etos Voor kids poets je toet licht geparfum.,0.99,,,1.0,,,,40 stuks,40 Aantal,,"de doekjes alleen gebruiken voor de handjes en het gezichtje. Na gebruik de verpakking goed sluiten, zodat de doekjes niet uitdrogen. De doekjes weggooien bij het restafval. Niet door het toilet spoelen."
292,359,Baby and child,Baby and child care,Pampers Sensitive babydoekjes 4-pack,10.39,,,,,,,208 stuks,208 Aantal. 208 Stuks (piece),,"Aqua, Citric Acid, PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Sodium Benzoate, Sorbitan Caprylate, Disodium EDTA, Isoamyl Laurate, Xanthan Gum"
293,360,Baby and child,Baby and child care,Jordan Step by step tandenborstel 3-5 jaar soft,2.49,,,,,,,per stuk,1 Stuks (piece),,"Niet geschikt voor kinderen onder 3 jaar. 1.
Verwijder de tape en plak de timer op een
hard oppervlak zoals op tegels of de spiegel.
2. Draai de zandloper en poets tot het zand is
doorgelopen (ca. 2 min). 3. Plaats de
tandenborstel na gebruik terug op de timer."
294,363,Baby and child,Baby and child care,Prodent 6+ Glazuurbeschermer tandpasta,2.99,,,,,,,"75 mlNormale prijs per LT € 39,87",75 Milliliter,,Gebruik voor kinderen van 6 jaar of jonger niet meer tandpasta dan de grootte van een erwt. Zorg dat ze zo weinig mogelijk inslikken. Kinderen onder begeleiding laten poetsen. Raadpleeg een (tand)arts als je kind fluoride in een andere vorm gebruikt.
295,364,Baby and child,Baby and child care,Zwitsal Haarlotion,3.49,,,,,,,"200 mlPrijs per LT € 17,45",200 Milliliter,,
296,365,Baby and child,Baby and child care,Jordan Tandenborstel step by step baby (0-2),2.29,,,,,,,per stuk,1 Stuks (piece),,0-2 jaar
297,370,Baby and child,Baby and child care,Etos Mijn baby wattenstaafjes,0.89,,,,,,,60 stuks,60 Aantal,,"het is van belang om bij het reinigen voorzichtig te werk te gaan. Houd het staafje vast aan het uiteinde, dicht bij het katoenen topje."
298,371,Baby and child,Baby and child care,Sudocrem Pot,4.19,,,,,,,"125 gPrijs per KG € 33,52",125 Gram,,
299,373,Baby and child,Baby and child care,Pampers Sensitive babydoekjes,2.59,,,,,,,52 stuks,52 Aantal. 52 Stuks (piece),,"Aqua, Citric Acid, PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Sodium Benzoate, Sorbitan Caprylate, Disodium EDTA, Isoamyl Laurate, Xanthan Gum"
300,374,Baby and child,Baby and child care,Zwitsal Shampoo baby,3.59,,,,,,,"200 mlPrijs per LT € 17,95",200 Milliliter,,Let op: uitsluitend voor uitwendig gebruik.
301,375,Baby and child,Baby and child care,Jordan Tandpasta Junior 6-12 jaar,1.89,,,,,,,"50 mlPrijs per LT € 37,80",50 Milliliter,,"6-12 jaar. Gebruik voor kinderen van 6 jaar of
jonger niet meer tandpasta dan de grootte van
een erwt. Zorg dat ze zo weinig mogelijk
tandpasta inslikken."
302,377,Baby and child,Baby and child care,Jordan Tandpasta Kids 0-5 jaar,1.89,,,,,,,"50 mlPrijs per LT € 37,80",50 Milliliter,,"0-5 jaar. Gebruik voor kinderen van zes jaar of
jonger niet meer tandpasta dan de grootte van
een erwt. Zorg dat ze zo weinig mogelijk
tandpasta inslikken."
303,379,Baby and child,Baby and child care,Zwitsal Zeepvrije wasgel baby,5.99,,,,,,,"400 mlPrijs per LT € 14,98",400 Milliliter,,
304,380,Baby and child,Baby and child care,AH Babydoekjes premium,1.59,,,,,,,63 stuks,63 Aantal,,na gebruik het doekje in de afvalemmer weggooien. De doekjes niet door het toilet spoelen.
305,381,Baby and child,Baby and child care,Etos Baby lotiondoekjes sensitive,2.55,,,,,,,80 stuks,480 Aantal,,"Etos Baby lotiondoekjes sensitive uitsluitend voor het schoonmaken van babybilletjes. Na gebruik de verpakking goed sluiten, zodat de doekjes niet uitdrogen. Weggooien met het huisvuil en niet door het toilet spoelen."
306,382,Baby and child,Baby and child care,AH Beregoede kids toiletdoekjes,1.9,,,1.0,,,,60 stuks,60 Aantal,,Let op! Buiten het bereik van kinderen houden.
307,384,Baby and child,Baby and child care,Zwitsal Baby vochtige washandjes,4.29,,,,,,,20 stuks,20 Stuks (piece),,NVT
308,385,Baby and child,Baby and child care,Prodent Pokmon 6-12 jaar soft tandenborstel,2.49,,,,,,,per stuk,1 Stuks (piece),,
309,386,Baby and child,Baby and child care,AH Beregoede kids toetenvegers 4-pack,3.56,,,,,,,per pakket,,,
310,387,Baby and child,Baby and child care,AH Berengoede vochtige washandjes,1.99,,,,,,,20 stuks,20 Aantal,,gebruik per wasbeurt één washandje voor het hele lichaam. Het is niet nodig de baby  na te spoelen. De lotion trekt direct in de huid. Na gebruik het doekje in de afvalemmer weggooien. Niet door het toilet spoelen. Sluit na gebruik de verpakking om uitdrogen te voorkomen.
311,388,Baby and child,Baby and child care,Pampers Aqua pure babydoekjes,3.9,,,,,,,48 stuks,48 Aantal. 48 Stuks (piece),,Niet in het toilet gooien.
312,389,Baby and child,Baby and child care,Etos Lotiondoekjes mild,2.29,,,,,,,80 stuks,480 Aantal,,"de doekjes uitsluitend gebruiken voor het schoonmaken van babybilletjes. Na gebruik de verpakking goed sluiten, zodat de doekjes niet uitdrogen. De doekjes weggooien bij het restafval. Niet door het toilet spoelen."
313,390,Baby and child,Baby and child care,Prodent Tandenborstel Woezel & Pip,2.89,,,,,,,per stuk,1 Stuks (piece),,
314,391,Baby and child,Baby and child care,Prodent Pokmon 6+ milde muntsmaak tandpasta,2.99,,,,,,,"75 mlNormale prijs per LT € 39,87",75 Milliliter,,
315,392,Baby and child,Baby and child care,AH Baby waterdoekjes,1.29,,,1.0,,,,60 stuks,60 Aantal,,na gebruik het doekje bij het restafval weggooien. De doekjes niet door het toilet spoelen.
316,394,Baby and child,Baby and child care,Elmex Anti-cariës 0-5 jaar tandpasta,3.49,,,,,,,"75 mlPrijs per LT € 46,53",75 Milliliter,,
317,395,Baby and child,Baby and child care,AH Beregoede luierzakjes,1.99,,,,,,,100 stuks,200 Gram,,"doe na het verschonen van je baby de luier samen
met de billendoekjes in het luierzakje. Knoop de handvatten
aan elkaar en gooi het zakje weg bij het restafval. Niet door
het toilet spoelen."
318,396,Baby and child,Baby and child care,AH Beregoede baby lotiondoekjes original,1.25,,,,,,,80 stuks,80 Aantal,,na gebruik het doekje bij het restafval weggooien. De doekjes niet door het toilet spoelen.
319,397,Baby and child,Baby and child care,Prodent Woezel & pip tandpasa 0-6 jaar,2.99,,,,,,,"75 mlNormale prijs per LT € 39,87",75 Milliliter,,
320,398,Baby and child,Baby and child care,Elmex Anti-cariës 5-12 jaar tandpasta,3.49,,,,,,,"75 mlPrijs per LT € 46,53",75 Milliliter,,
321,399,Baby and child,Baby and child care,WaterWipes Hand- en snoetendoekjes,3.99,,,,,,,60 stuks,60 Stuks (piece). 455 Gram,,Haal het meeste uit WaterWipes: gebruik binnen 2 weken na het openen van een pakje en sluit het pakje na elk gebruik af met de seal. Bij voorkeur te gebruiken vóór eind: zie de gedrukte houdbaarheidsdatum achter de letters EXP. Onze biologisch afbreekbare doekjes zijn gemaakt van 100% hernieuwbare plantaardige vezels en breken af binnen 12 weken.
322,401,Baby and child,Baby and child care,AH Beregoede baby lotiondoekjes sensitive,1.25,,,,,,,80 stuks,80 Aantal,,na gebruik het doekje bij het restafval weggooien. De doekjes niet door het toilet spoelen.
323,402,Baby and child,Baby and child care,AH Beregoede baby lotiondoekjes 6-pack,6.49,,,,,,,480 stuks,480 Aantal,,na gebruik het doekje bij het restafval weggooien. De doekjes niet door het toilet spoelen.
324,403,Baby and child,Baby and child care,AH Beregoede kids toetenvegers,0.99,,,1.0,,,,40 stuks,40 Aantal,,"Let op! Buiten het bereik van kinderen houden. Vermijd contact met de ogen, als het product in de ogen komt, goed spoelen met water."
325,405,Baby and child,Baby food,Sore Baby maisfingers banaan,1.75,1.0,,,,,,"35 gPrijs per KG € 50,00",35 Gram,385,"Ingrediënten: Biologisch geteelde mais (99,5%), biologische zonnebloemolie (0,5%), natuurlijke smaakstoffen (banaan), thiamine"
326,406,Baby and child,Baby food,Olvarit Spinazie kip aardappel 12+ mnd,1.69,,,,,,,"250 gPrijs per KG € 6,76",250 Gram,76,"Ingrediënten : 35% aardappel, water, 15% spinazie, 8% kip, 2,9% TARWEzetmeel, 2% kaas (MELK), koolzaadolie, maïszetmeel, knoflook."
327,407,Baby and child,Baby food,Bolletje Dreumesbiscuit 12 mnd,1.49,,,,,,,"150 gPrijs per KG € 9,93",150 Gram,424,"Ingrediënten: TARWEBLOEM, suiker, TARWEZETMEEL, plantaardige oliën (palm, raap), calciumcarbonaat, plantaardige vezels (inuline), aroma, emulgator (SOJALECITHINE), rijsmiddel (natriumwaterstofcarbonaat), meelverbeteraar (L-cysteïne), ijzerpyrofosfaat, vitamine B1. Kan sporen bevatten van andere glutenbevattende granen, eieren, melk, noten en sesamzaad."
328,408,Baby and child,Baby food,Ella's Kitchen Baby bananen ontbijtje 6+ bio,1.99,1.0,,,,,,"100 gPrijs per KG € 19,90",100 Gram,96,"Ingrediënten: 56% bananen*, 41% yoghurt (MELK)*, 2% HAVERbloem*, 1% rijstebloem*, een beetje geconcentreerd citroensap*, 

* = biologisch"
329,410,Baby and child,Baby food,AH Biologisch Knijpfruit appel banaan aardbei 6+ mnd,0.89,1.0,,1.0,1.0,,,"90 gPrijs per KG € 9,89",90 Gram,51,"Ingrediënten: puree* (65% appel, 20% aardbei, 15% banaan).
EU/niet-EU Landbouw
*Van biologische oorsprong.
Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
330,414,Baby and child,Baby food,"Ella's Kitchen Wortels, appels + pastinaak 4+ bio",1.95,1.0,,,1.0,,,"120 gPrijs per KG € 16,25",120 Gram,45,"Ingrediënten: 49% appels*, 31% wortels*, 20% pastinaken*, <1% geconcentreerd citroensap*. * = biologisch"
331,417,Baby and child,Baby food,AH Biologisch Bloemkool met zoete aardappel 6m07,0.99,1.0,,1.0,1.0,,3.0,"190 gPrijs per KG € 5,21",190 Gram,55,"Ingrediënten: groente* (35% zoete aardappel, 25% bloemkool), water, rijstgriesmeel*, plantaardige olie* (raap, zonnebloem).
EU/niet-EU Landbouw
*Van biologische oorsprong.
Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
332,422,Baby and child,Baby food,Olvarit Spaghetti bolognese 15+m,1.69,,,,,,,"250 gPrijs per KG € 6,76",250 Gram,81,"Ingrediënten : 33,28% tomatenpuree, 24,8% pasta** (TARWE, EI), 13% wortel, 9% rundvlees, 8% doperwten, 3,5% ui, 3,5% maïszetmeel, water, koolzaadolie, oregano, zwarte peper. **Pastavorm kan variëren per maaltijd."
333,423,Baby and child,Baby food,Ella's Kitchen Aardbeien yoghurt 6+ bio,1.49,1.0,,,,,,"90 gPrijs per KG € 16,56",90 Gram,88,"Ingrediënten: 37% Griekse stijl yoghurt (MELK)*, 30% aardbeien*, 22% bananen*, 10% appels*,1% rijstzetmeel*, een beetje geconcentreerd citroensap*. * = biologisch"
334,425,Baby and child,Baby food,Liga Kinder biscuits vanaf 12-36 mnd,1.99,,,,,,,"175 gNormale prijs per KG € 11,37",175 Gram,404,"Ingrediënten: Granen 67 % (TARWEBLOEM 61,2 %, ROGGEBLOEM 2,9 %, VOLKORENGERSTEMEEL 2,9 %), suiker, koolzaadolie, magere MELKPOEDER, glucosestroop, palmolie, EIPOEDER, rijsmiddelen (ammoniumwaterstofcarbonaat, natriumwaterstofcarbonaat), lactose en MELKeiwitTEN, calciumcarbonaat, emulgator (SOJALECITHINE), aroma, vitamine B1."
335,426,Baby and child,Baby food,AH Biologisch Knijpfruit appel wortel 6+ mnd,0.89,1.0,,1.0,1.0,,,"90 gPrijs per KG € 9,89",90 Gram,56,"Ingrediënten: puree* (67% appel, 13% boerenkool), 20% wortel*.
EU Landbouw
*Van biologische oorsprong.
Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
336,430,Baby and child,Baby food,AH Biologisch Ontbijtpap meergranen 12+m,1.49,1.0,1.0,,,,,"200 gPrijs per KG € 7,45",200 Gram,350,"Ingrediënten: 81% volkoren tarwevlok*, 6% volkoren speltmeel (tarwe)*, boekweitmeel*, 2% volkoren havervlok*, 1,5% maïsgries*, 1,5% teffvlok*, quinoa*, 1% rijstmeel*, vitamine B1.
EU/niet-EU Landbouw
*Van biologische oorsprong.
Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
337,432,Baby and child,Baby food,Organix Veggie groente sticks 7 mnd,0.99,1.0,,,,,,"15 gPrijs per KG € 66,00",15 Gram,410,"Ingrediënten: Onze biologische ingrediënten: Mais 60,7%, Gedroogde doperwten 19,4%, Zonnebloemolie 7,0%, Rijstmeel 6,5%, Tomatenpoeder 4,3%, Maispoeder 2,1%, Thiamine (vitamine B1)* <0,1%. *Thiamine heeft geen biologische certificering."
338,433,Baby and child,Baby food,Olvarit Knijpfruit banana kiwi strawberry 12+,1.9,,,,,,,"100 gPrijs per KG € 10,90",100 Gram,58,"ingrediënten : 33% banaan, 28,46% appel, 20% aardbei, 17% kiwi, paarse wortel, L-ascorbinezuur, geconcentreerd citroensap."
339,434,Baby and child,Baby food,Olvarit Bonen appel rundvlees aardappel 15+ mnd,1.69,,,,,,,"250 gPrijs per KG € 6,76",250 Gram,84,"Ingrediënten :  30% bruine bonen, 20% appel, water, 10% aardappel, 8,84% rundvlees, 8% geconcentreerd tomatenpuree, 3% TARWEbloem, 2% ui, koolzaadolie."
340,435,Baby and child,Baby food,"Ella's Kitchen Peren, doperwten + broccoli 4+ bio",1.99,1.0,,,1.0,,,"120 gPrijs per KG € 16,58",120 Gram,57,"Ingrediënten: 60% peren*, 30% doperwten*, 10% broccoli*, <1% geconcentreerd citroensap*. * = biologisch."
341,438,Baby and child,Baby food,Olvarit Pompoen kip aardappel 15+ mnd,1.69,,,,1.0,1.0,,"250 gPrijs per KG € 6,76",250 Gram,63,"Ingrediënten: 45% groenten (29% pompoen, 12% wortel, 4% ui), water, 11,5% aardappel, 8,5% kip, 3,7% glutenvrij TARWEzetmeel, koolzaadolie, peterselie."
342,442,Baby and child,Baby food,Ella's Kitchen Fruit smoothie the red one 6+ bio,1.19,1.0,,,,,,"90 gPrijs per KG € 13,22",90 Gram,59,"Ingrediënten: 39% appel*, 32% bananen*, 20% aarbeien*, 5% watermeloensap*, 4% frambozen*, <1% citroensapconcentraat*. * = biologisch"
